seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score
16,23,6,0.5587
17,23,6,0.5581
18,23,6,0.5591
19,23,6,0.5588
20,23,6,0.5587
21,23,6,0.5589
22,23,6,0.5587
23,23,6,0.559
24,23,6,0.559
25,23,6,0.559
26,23,6,0.559
27,23,6,0.559
28,23,6,0.559
29,23,6,0.559
30,23,6,0.559
10,24,6,0.5675
11,24,6,0.563
12,24,6,0.5621
13,24,6,0.5597
14,24,6,0.5596
15,24,6,0.5592
16,24,6,0.5581
17,24,6,0.558
18,24,6,0.559
19,24,6,0.5588
20,24,6,0.5588
21,24,6,0.5587
22,24,6,0.5585
23,24,6,0.559
24,24,6,0.559
25,24,6,0.559
26,24,6,0.559
27,24,6,0.559
28,24,6,0.559
29,24,6,0.559
30,24,6,0.559
10,25,6,0.5687
11,25,6,0.5638
12,25,6,0.5625
13,25,6,0.5613
14,25,6,0.5596
15,25,6,0.5594
16,25,6,0.5587
17,25,6,0.5586
18,25,6,0.5592
19,25,6,0.559
20,25,6,0.558
21,25,6,0.5583
22,25,6,0.5587
23,25,6,0.559
24,25,6,0.5593
25,25,6,0.5591
26,25,6,0.5591
27,25,6,0.5591
28,25,6,0.5591
29,25,6,0.5591
30,25,6,0.5591
10,26,6,0.5675
11,26,6,0.5648
12,26,6,0.5627
13,26,6,0.5625
14,26,6,0.5601
15,26,6,0.5597
16,26,6,0.5586
17,26,6,0.5589
18,26,6,0.5594
19,26,6,0.5586
20,26,6,0.5584
21,26,6,0.5586
22,26,6,0.5589
23,26,6,0.5592
24,26,6,0.5597
25,26,6,0.5595
26,26,6,0.5594
27,26,6,0.5594
28,26,6,0.5594
29,26,6,0.5594
30,26,6,0.5594
10,27,6,0.5662
11,27,6,0.5656
12,27,6,0.5626
13,27,6,0.5646
14,27,6,0.5611
15,27,6,0.5601
16,27,6,0.5582
17,27,6,0.5586
18,27,6,0.56
19,27,6,0.5591
20,27,6,0.5583
21,27,6,0.5589
22,27,6,0.5587
23,27,6,0.559
24,27,6,0.5594
25,27,6,0.5594
26,27,6,0.5596
27,27,6,0.5593
28,27,6,0.5593
29,27,6,0.5593
30,27,6,0.5593
10,28,6,0.5655
11,28,6,0.564
12,28,6,0.563
13,28,6,0.5628
14,28,6,0.5632
15,28,6,0.5602
16,28,6,0.5581
17,28,6,0.5587
18,28,6,0.5602
19,28,6,0.5596
20,28,6,0.5587
21,28,6,0.5587
22,28,6,0.5586
23,28,6,0.5592
24,28,6,0.5594
25,28,6,0.5591
26,28,6,0.5596
27,28,6,0.5596
28,28,6,0.5597
29,28,6,0.5597
30,28,6,0.5597
10,29,6,0.5669
11,29,6,0.5648
12,29,6,0.5627
13,29,6,0.5622
14,29,6,0.5629
15,29,6,0.5618
16,29,6,0.558
17,29,6,0.5585
18,29,6,0.5602
19,29,6,0.5597
20,29,6,0.5587
21,29,6,0.5587
22,29,6,0.559
23,29,6,0.5593
24,29,6,0.5593
25,29,6,0.5593
26,29,6,0.5595
27,29,6,0.5597
28,29,6,0.5602
29,29,6,0.5598
30,29,6,0.5598
10,30,6,0.5677
11,30,6,0.5647
12,30,6,0.5623
13,30,6,0.5629
14,30,6,0.5637
15,30,6,0.5619
16,30,6,0.5582
17,30,6,0.5588
18,30,6,0.5602
19,30,6,0.5595
20,30,6,0.559
21,30,6,0.5587
22,30,6,0.5591
23,30,6,0.5592
24,30,6,0.5594
25,30,6,0.5598
26,30,6,0.5597
27,30,6,0.5598
28,30,6,0.5606
29,30,6,0.5597
30,30,6,0.5599
10,31,6,0.5689
11,31,6,0.565
12,31,6,0.5631
13,31,6,0.5634
14,31,6,0.5639
15,31,6,0.5621
16,31,6,0.5585
17,31,6,0.5593
18,31,6,0.5598
19,31,6,0.5598
20,31,6,0.5594
21,31,6,0.5591
22,31,6,0.5589
23,31,6,0.5594
24,31,6,0.5597
25,31,6,0.5597
26,31,6,0.56
27,31,6,0.5592
28,31,6,0.5604
29,31,6,0.5602
30,31,6,0.5603
10,32,6,0.5699
11,32,6,0.5652
12,32,6,0.5626
13,32,6,0.5635
14,32,6,0.5639
15,32,6,0.563
16,32,6,0.5595
17,32,6,0.5593
18,32,6,0.5599
19,32,6,0.5595
20,32,6,0.5599
21,32,6,0.559
22,32,6,0.5591
23,32,6,0.5592
24,32,6,0.5597
25,32,6,0.5601
26,32,6,0.5598
27,32,6,0.5597
28,32,6,0.5607
29,32,6,0.5604
30,32,6,0.5604
10,33,6,0.571
11,33,6,0.5655
12,33,6,0.5629
13,33,6,0.5649
14,33,6,0.5637
15,33,6,0.5629
16,33,6,0.5595
17,33,6,0.5595
18,33,6,0.56
19,33,6,0.5603
20,33,6,0.5605
21,33,6,0.559
22,33,6,0.5591
23,33,6,0.5594
24,33,6,0.5594
25,33,6,0.5603
26,33,6,0.5603
27,33,6,0.5602
28,33,6,0.5608
29,33,6,0.5606
30,33,6,0.5603
10,34,6,0.5692
11,34,6,0.5661
12,34,6,0.5629
13,34,6,0.5649
14,34,6,0.5632
15,34,6,0.5641
16,34,6,0.5606
17,34,6,0.56
18,34,6,0.5602
19,34,6,0.5605
20,34,6,0.5602
21,34,6,0.5593
22,34,6,0.5595
23,34,6,0.5591
24,34,6,0.5593
25,34,6,0.5606
26,34,6,0.5605
27,34,6,0.5602
28,34,6,0.5606
29,34,6,0.5608
30,34,6,0.5605
10,35,6,0.5674
11,35,6,0.5652
12,35,6,0.5639
13,35,6,0.566
14,35,6,0.564
15,35,6,0.565
16,35,6,0.5626
17,35,6,0.5601
18,35,6,0.5611
19,35,6,0.5601
20,35,6,0.5601
21,35,6,0.5592
22,35,6,0.5591
23,35,6,0.5591
24,35,6,0.559
25,35,6,0.5604
26,35,6,0.5603
27,35,6,0.5604
28,35,6,0.5606
29,35,6,0.5605
30,35,6,0.561
10,36,6,0.5688
11,36,6,0.5652
12,36,6,0.564
13,36,6,0.5655
14,36,6,0.564
15,36,6,0.5645
16,36,6,0.5616
17,36,6,0.5599
18,36,6,0.5619
19,36,6,0.5597
20,36,6,0.5605
21,36,6,0.5589
22,36,6,0.5594
23,36,6,0.5593
24,36,6,0.5593
25,36,6,0.5601
26,36,6,0.5604
27,36,6,0.5604
28,36,6,0.5609
29,36,6,0.5606
30,36,6,0.5616
10,37,6,0.5686
11,37,6,0.5641
12,37,6,0.564
13,37,6,0.5651
14,37,6,0.5649
15,37,6,0.5639
16,37,6,0.5614
17,37,6,0.5603
18,37,6,0.5622
19,37,6,0.5604
20,37,6,0.5609
21,37,6,0.5591
22,37,6,0.5595
23,37,6,0.5596
24,37,6,0.5594
25,37,6,0.5602
26,37,6,0.5604
27,37,6,0.5606
28,37,6,0.5608
29,37,6,0.5606
30,37,6,0.5615
10,38,6,0.5674
11,38,6,0.5641
12,38,6,0.5624
13,38,6,0.5649
14,38,6,0.5648
15,38,6,0.5645
16,38,6,0.561
17,38,6,0.5609
18,38,6,0.5632
19,38,6,0.561
20,38,6,0.5606
21,38,6,0.5596
22,38,6,0.5596
23,38,6,0.5601
24,38,6,0.5599
25,38,6,0.5603
26,38,6,0.5607
27,38,6,0.561
28,38,6,0.5611
29,38,6,0.5611
30,38,6,0.5617
10,39,6,0.5673
11,39,6,0.5649
12,39,6,0.5627
13,39,6,0.5653
14,39,6,0.5651
15,39,6,0.5647
16,39,6,0.5621
17,39,6,0.5617
18,39,6,0.5637
19,39,6,0.5612
20,39,6,0.562
21,39,6,0.5598
22,39,6,0.5594
23,39,6,0.5599
24,39,6,0.5605
25,39,6,0.5603
26,39,6,0.5608
27,39,6,0.561
28,39,6,0.5613
29,39,6,0.561
30,39,6,0.562
10,40,6,0.5676
11,40,6,0.5652
12,40,6,0.5625
13,40,6,0.5654
14,40,6,0.5664
15,40,6,0.5649
16,40,6,0.5627
17,40,6,0.561
18,40,6,0.5644
19,40,6,0.5622
20,40,6,0.562
21,40,6,0.5598
22,40,6,0.5597
23,40,6,0.5599
24,40,6,0.5601
25,40,6,0.5608
26,40,6,0.5612
27,40,6,0.561
28,40,6,0.5615
29,40,6,0.5614
30,40,6,0.5618
